,Year,Month,Decimal_date,Monthly_average,deseasonalized,numofdays,stdofdays,site,CO2_category
654,2012,9,2012.7083,391.32,394.74,26,0.42,MaunaLoa,Moderate
655,2012,10,2012.7917,391.27,394.63,28,0.23,MaunaLoa,Moderate
656,2012,11,2012.875,393.2,395.24,29,0.53,MaunaLoa,Moderate
657,2012,12,2012.9583,394.57,395.27,29,0.44,MaunaLoa,Moderate
658,2013,1,2013.0417,395.78,395.63,28,0.6,MaunaLoa,Moderate
659,2013,2,2013.125,397.03,396.24,25,0.57,MaunaLoa,Moderate
660,2013,3,2013.2083,397.66,396.08,30,0.71,MaunaLoa,Moderate
661,2013,4,2013.2917,398.64,395.8,22,0.59,MaunaLoa,Moderate
662,2013,5,2013.375,400.02,396.65,28,0.37,MaunaLoa,High
663,2013,6,2013.4583,398.81,396.48,26,0.43,MaunaLoa,Moderate
664,2013,7,2013.5417,397.51,397.12,21,0.52,MaunaLoa,Moderate
665,2013,8,2013.625,395.39,397.26,27,0.45,MaunaLoa,Moderate
666,2013,9,2013.7083,393.72,397.24,26,0.35,MaunaLoa,Moderate
667,2013,10,2013.7917,393.9,397.24,28,0.16,MaunaLoa,Moderate
668,2013,11,2013.875,395.36,397.34,30,0.6,MaunaLoa,Moderate
669,2013,12,2013.9583,397.03,397.78,30,0.48,MaunaLoa,Moderate
670,2014,1,2014.0417,398.04,397.74,31,0.49,MaunaLoa,Moderate
671,2014,2,2014.125,398.27,397.46,27,0.51,MaunaLoa,Moderate
672,2014,3,2014.2083,399.91,398.38,22,0.84,MaunaLoa,Moderate
673,2014,4,2014.2917,401.51,398.64,26,0.5,MaunaLoa,High
674,2014,5,2014.375,401.96,398.57,22,0.51,MaunaLoa,High
675,2014,6,2014.4583,401.43,399.11,28,0.36,MaunaLoa,High
676,2014,7,2014.5417,399.38,398.95,25,0.56,MaunaLoa,Moderate
677,2014,8,2014.625,397.32,399.2,21,0.22,MaunaLoa,Moderate
678,2014,9,2014.7083,395.64,399.2,21,0.56,MaunaLoa,Moderate
679,2014,10,2014.7917,396.29,399.69,24,0.75,MaunaLoa,Moderate
680,2014,11,2014.875,397.55,399.62,27,0.38,MaunaLoa,Moderate
681,2014,12,2014.9583,399.15,399.88,29,0.61,MaunaLoa,Moderate
682,2015,1,2015.0417,400.18,399.92,30,0.55,MaunaLoa,High
683,2015,2,2015.125,400.55,399.78,28,0.63,MaunaLoa,High
684,2015,3,2015.2083,401.74,400.23,24,1.02,MaunaLoa,High
685,2015,4,2015.2917,403.35,400.47,26,0.86,MaunaLoa,High
686,2015,5,2015.375,404.15,400.71,30,0.32,MaunaLoa,High
687,2015,6,2015.4583,402.97,400.66,29,0.47,MaunaLoa,High
688,2015,7,2015.5417,401.46,401.1,24,0.57,MaunaLoa,High
689,2015,8,2015.625,399.11,401.03,28,0.74,MaunaLoa,Moderate
690,2015,9,2015.7083,397.82,401.43,25,0.32,MaunaLoa,Moderate
691,2015,10,2015.7917,398.49,401.88,28,0.56,MaunaLoa,Moderate
692,2015,11,2015.875,400.27,402.22,25,0.58,MaunaLoa,High
693,2015,12,2015.9583,402.06,402.72,30,0.67,MaunaLoa,High
694,2016,1,2016.0417,402.73,402.46,27,0.56,MaunaLoa,High
695,2016,2,2016.125,404.25,403.41,25,1.11,MaunaLoa,High
696,2016,3,2016.2083,405.06,403.55,28,0.81,MaunaLoa,High
697,2016,4,2016.2917,407.6,404.78,23,1.04,MaunaLoa,High
698,2016,5,2016.375,407.9,404.42,29,0.5,MaunaLoa,High
699,2016,6,2016.4583,406.99,404.59,26,0.6,MaunaLoa,High
700,2016,7,2016.5417,404.59,404.23,28,0.88,MaunaLoa,High
701,2016,8,2016.625,402.45,404.4,24,0.6,MaunaLoa,High
702,2016,9,2016.7083,401.23,404.85,25,0.44,MaunaLoa,High
703,2016,10,2016.7917,401.79,405.22,29,0.3,MaunaLoa,High
704,2016,11,2016.875,403.72,405.73,27,0.72,MaunaLoa,High
705,2016,12,2016.9583,404.64,405.33,29,0.44,MaunaLoa,High
706,2017,1,2017.0417,406.36,406.05,27,0.68,MaunaLoa,High
707,2017,2,2017.125,406.66,405.82,26,0.71,MaunaLoa,High
708,2017,3,2017.2083,407.53,406.06,24,1.03,MaunaLoa,High
709,2017,4,2017.2917,409.22,406.38,26,0.86,MaunaLoa,High
710,2017,5,2017.375,409.89,406.38,27,0.57,MaunaLoa,High
711,2017,6,2017.4583,409.08,406.69,26,0.54,MaunaLoa,High
712,2017,7,2017.5417,407.33,407.0,28,0.61,MaunaLoa,High
713,2017,8,2017.625,405.32,407.29,29,0.32,MaunaLoa,High
714,2017,9,2017.7083,403.57,407.16,26,0.37,MaunaLoa,High
715,2017,10,2017.7917,403.82,407.21,27,0.3,MaunaLoa,High
716,2017,11,2017.875,405.31,407.34,26,0.41,MaunaLoa,High
717,2017,12,2017.9583,407.0,407.71,31,0.57,MaunaLoa,High
718,2018,1,2018.0417,408.15,407.82,29,0.55,MaunaLoa,High
719,2018,2,2018.125,408.52,407.61,28,0.52,MaunaLoa,High
720,2018,3,2018.2083,409.59,408.06,29,0.65,MaunaLoa,High
721,2018,4,2018.2917,410.45,407.65,21,0.9,MaunaLoa,High
722,2018,5,2018.375,411.44,407.98,24,0.86,MaunaLoa,High
723,2018,6,2018.4583,410.99,408.6,29,0.61,MaunaLoa,High
724,2018,7,2018.5417,408.9,408.59,27,0.46,MaunaLoa,High
725,2018,8,2018.625,407.16,409.17,31,0.28,MaunaLoa,High
726,2018,9,2018.7083,405.71,409.31,29,0.45,MaunaLoa,High
727,2018,10,2018.7917,406.19,409.56,30,0.32,MaunaLoa,High
728,2018,11,2018.875,408.21,410.24,24,0.56,MaunaLoa,High
729,2018,12,2018.9583,409.27,409.99,30,0.5,MaunaLoa,High
730,2019,1,2019.0417,411.03,410.72,26,1.26,MaunaLoa,High
731,2019,2,2019.125,411.96,411.09,27,1.14,MaunaLoa,High
732,2019,3,2019.2083,412.18,410.64,28,1.12,MaunaLoa,High
733,2019,4,2019.2917,413.54,410.69,27,0.6,MaunaLoa,High
734,2019,5,2019.375,414.86,411.41,28,0.5,MaunaLoa,High
735,2019,6,2019.4583,414.16,411.76,27,0.36,MaunaLoa,High
736,2019,7,2019.5417,411.97,411.63,25,0.82,MaunaLoa,High
737,2019,8,2019.625,410.18,412.2,29,0.33,MaunaLoa,High
738,2019,9,2019.7083,408.76,412.36,30,0.38,MaunaLoa,High
739,2019,10,2019.7917,408.75,412.12,29,0.31,MaunaLoa,High
740,2019,11,2019.875,410.48,412.54,26,0.4,MaunaLoa,High
741,2019,12,2019.9583,411.98,412.71,31,0.4,MaunaLoa,High
742,2020,1,2020.0417,413.61,413.29,29,0.73,MaunaLoa,High
743,2020,2,2020.125,414.34,413.47,28,0.69,MaunaLoa,High
744,2020,3,2020.2083,414.74,413.19,26,0.33,MaunaLoa,High
745,2020,4,2020.2917,416.45,413.59,28,0.66,MaunaLoa,High
746,2020,5,2020.375,417.31,413.85,27,0.61,MaunaLoa,High
747,2020,6,2020.4583,416.6,414.2,27,0.44,MaunaLoa,High
748,2020,7,2020.5417,414.62,414.27,30,0.55,MaunaLoa,High
749,2020,8,2020.625,412.78,414.8,25,0.25,MaunaLoa,High
750,2020,9,2020.7083,411.52,415.12,29,0.31,MaunaLoa,High
751,2020,10,2020.7917,411.51,414.88,30,0.22,MaunaLoa,High
752,2020,11,2020.875,413.12,415.18,27,0.81,MaunaLoa,High
753,2020,12,2020.9583,414.26,414.99,30,0.47,MaunaLoa,High
754,2021,1,2021.0417,415.52,415.2,29,0.44,MaunaLoa,High
755,2021,2,2021.125,416.75,415.88,28,1.02,MaunaLoa,High
756,2021,3,2021.2083,417.64,416.1,28,0.86,MaunaLoa,High
757,2021,4,2021.2917,419.05,416.19,24,1.12,MaunaLoa,High
758,2021,5,2021.375,419.13,415.67,28,0.9,MaunaLoa,High
759,2021,6,2021.4583,418.94,416.54,28,0.65,MaunaLoa,High
760,2021,7,2021.5417,416.96,416.62,30,0.71,MaunaLoa,High
761,2021,8,2021.625,414.47,416.49,26,0.72,MaunaLoa,High
762,2021,9,2021.7083,413.3,416.9,27,0.29,MaunaLoa,High
763,2021,10,2021.7917,413.93,417.3,29,0.35,MaunaLoa,High
764,2021,11,2021.875,415.01,417.07,30,0.36,MaunaLoa,High
765,2021,12,2021.9583,416.71,417.44,28,0.48,MaunaLoa,High
